gene	Astrocytes	CThPN	DL CPN	Layer 4	NP	SCPN	UL CPN
Ergic1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Polr3e							
Slc36a4							
Cnih2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Sept9	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Prrt3	0.0			1.0			
Jazf1	0.0	0.0	0.0		0.0		
Atp1a3		1.0	1.0	1.0	1.0	1.0	1.0
Coq3							
Tceanc2							
Apobec3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam177a		1.0	1.0	1.0	1.0	1.0	1.0
Polr1a							
Cks1b	1.0	0.0	0.0		0.0		
Ppp1r15a							
Fam129b							
Tsc1							
Mast2							
Frmd5							
Olig1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Neurod4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D430041D05Rik	0.0		1.0	1.0		1.0	1.0
Tmem5	1.0		1.0	1.0			
Fbxo9		1.0	1.0	1.0	1.0	1.0	1.0
Arid4a		1.0	1.0	1.0	1.0	1.0	1.0
Pctp	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2cd2l							
Nf2							
Plp2							
Cd200		1.0	1.0	1.0	1.0	1.0	1.0
Plod1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp558	0.0					1.0	
Ap4s1	1.0		1.0	1.0	1.0		1.0
Ppm1h	0.0		1.0	1.0			
Tcof1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dctn1		1.0	1.0	1.0	1.0	1.0	1.0
Inip							
Fam131a							
Samd12	0.0	0.0	0.0		0.0	0.0	0.0
Ap1ar	0.0	1.0	1.0	1.0	1.0	1.0	1.0
S100pbp							
Tmem41b							
Fars2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
B230354K17Rik							
Egr1	1.0				0.0		
Gale							
Thy1		1.0		1.0	1.0	1.0	
Gabbr2	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Shisa4	1.0	1.0	1.0	1.0	1.0	1.0	1.0
U2af1l4							
Wdr18	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Cdk16	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Lysmd1							
Mmp16	0.0	1.0	1.0		1.0		
Rab11fip4							
Cdk10							
2900060B14Rik							
Patz1							
Serinc1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
St6galnac4							
Ncstn							
Zmpste24							
Sel1l3							
Mum1l1		0.0	0.0	0.0	0.0	0.0	0.0
1110065P20Rik	1.0	1.0	1.0	1.0	1.0	1.0	1.0
St6gal1							
Pigh							
Itpr1	0.0	0.0	1.0	1.0			1.0
Pcsk5	0.0		0.0	0.0	0.0		0.0
Lrsam1							
Wnk1	1.0						
Speg	1.0	1.0	1.0	1.0			1.0
Klhl8		1.0	1.0	1.0	1.0	1.0	1.0
Pcdhb7	0.0			1.0			1.0
Nt5c3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Rassf2							
Tbrg1	1.0		1.0	1.0		1.0	
Gid4							
Hsd17b4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Adarb1							
Mphosph9							
Megf10	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Qprt	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flrt2							
Evi5l							
Slc25a39							
Dnaaf5	0.0	0.0	0.0	0.0		0.0	0.0
Chd1		0.0	0.0	0.0	0.0		0.0
Bcl9l							
Dkc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pak1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Cybrd1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
A330048O09Rik	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdc45							
Gng10							
Cdkn2aip							
Asic1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Tceal3	1.0	1.0	1.0	1.0	1.0		1.0
Naa16							
Kcnj9	0.0			1.0			0.0
Prpf3							
Med17							
Itgb5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Tnfrsf1a	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycl	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Ninl							
Setd4							
Ugcg							
Ivd							
Chst12							
Fah	0.0	0.0		1.0			
Clybl	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dhx40							
1700066M21Rik							
Ksr2	0.0	1.0		1.0		1.0	1.0
Eif4ebp2							
Ehd1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Cox6b2		0.0	0.0	0.0	0.0	0.0	0.0
Pomc							
Slc16a7	0.0		1.0	1.0			1.0
Iars							
Arpin	1.0						
Iqce							
Synj1							
Dmd							
Mapk1ip1l							
Fam83d		0.0	0.0	0.0	0.0	0.0	0.0
Sac3d1		1.0	1.0	1.0	1.0	1.0	1.0
Trp53bp2							
Depdc1a		0.0	0.0	0.0	0.0	0.0	0.0
Sirt6							
H2_DMa	0.0				0.0		0.0
Txnip							
Klhl25							
Cbfa2t3	0.0						
Fam107b	0.0	0.0	0.0	0.0	0.0		
Carnmt1		0.0	0.0	0.0	0.0		
Nfatc2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Srcin1							
Lekr1							
Fastkd2							
Gm3512	0.0	0.0	0.0		0.0	0.0	0.0
Agpat4	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Rab10os							
Alyref2							
Avpr1a	0.0	0.0	0.0		0.0	0.0	0.0
Prex2	1.0		0.0	0.0			0.0
Rabgap1l		1.0	1.0		1.0	1.0	1.0
5730522E02Rik	0.0		0.0	0.0	0.0	0.0	
Rfxank							
Ttll3		0.0	0.0	0.0	0.0	0.0	0.0
Ass1	1.0	0.0	0.0				
Slc35a2							
Flna							
9530059O14Rik	0.0	0.0	1.0	1.0		1.0	
Ltbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grid1			1.0	1.0			1.0
Elmo1	0.0	1.0	1.0		1.0	1.0	
Pnma2	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Rab30							
Mtfp1							
Kif1c		0.0	0.0	0.0	0.0	0.0	0.0
Fbxw8							
Acrbp							
Mb21d2		1.0		1.0		1.0	
Micall1							
Emid1	1.0				0.0		
Toporsos							
Oser1							
Tceb3							
Pgap1							
Lrrc20							
Gm26917	0.0		1.0			1.0	
Ppp2r5b		1.0	1.0	1.0	1.0	1.0	1.0
Ralyl		1.0	1.0	1.0	1.0	1.0	1.0
Snca		1.0	1.0	1.0	1.0	1.0	1.0
Slc15a4							
Elk3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Unc79	0.0	1.0	1.0	1.0		1.0	1.0
Tex30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Khnyn	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bscl2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Enox1							
Gm10605	0.0				0.0	0.0	0.0
Rab3il1	0.0	0.0	0.0		0.0		
Sgms1							
E130012A19Rik							
Gm9889	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gna13	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem246	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Med9							
Natd1							
Hist1h3i	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp316							
Cat	1.0			1.0			
Hbb_bs							
Rarg		1.0		1.0		1.0	
Kif3b							
St3gal2							
Gm10320							
Gm7694	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scrt2	0.0				0.0		
Srd5a3							
Lysmd2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Srl							
Tapt1							
Usp27x	0.0	0.0	0.0		0.0		
Ubash3b	1.0		1.0	1.0		1.0	1.0
Il18	1.0		0.0	0.0	0.0		0.0
Sypl	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fermt2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl27a	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Pml	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flrt3							
Mfn1							
Ankrd24							
Amotl2							
Cinp							
Golga7b		1.0	1.0	1.0	1.0		1.0
Tubgcp4							
Zbed5							
Tbl1x	1.0		1.0	1.0			1.0
Sema5b	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2810455O05Rik	0.0	0.0	0.0		0.0	0.0	0.0
Acp6							
Vwa9							
Syt1		1.0	1.0	1.0	1.0	1.0	1.0
Arxes1		1.0	1.0	1.0	1.0	1.0	1.0
Clip1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Mlycd							
Zfp420							
G6pc3							
BC026585	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Thg1l							
Hs3st2	0.0		1.0				
Haus4							
Grin1	0.0	1.0	1.0	1.0	1.0		1.0
Ugt8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Map2k6							
Vmp1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Trib2	1.0	0.0					1.0
Cadps2		0.0		1.0	0.0		
Abhd2							
Trp53i13							
Bbc3	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Pcdhb9	0.0	0.0	0.0		0.0	0.0	
Slc9a6							
Efnb3		1.0	1.0	1.0	1.0		1.0
Sf1	1.0		1.0	1.0	1.0	1.0	1.0
Memo1							
Ampd2							
Arhgap39							
Homer3							
Slc25a47							
Map7d1		1.0	1.0	1.0	1.0	1.0	1.0
Mpp5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Man1a	0.0	0.0			0.0	0.0	
Celf3		1.0	1.0	1.0	1.0	1.0	1.0
Rbm10							
Cep76							
Hlf		1.0	0.0	1.0			0.0
Igsf11		0.0	0.0	0.0	0.0	0.0	0.0
Vat1l			1.0				1.0
Ss18			0.0	0.0	0.0		0.0
Dcx		1.0	1.0	1.0	1.0	1.0	1.0
Zfp608							
Ccsap							
Cdh20		0.0	0.0		0.0	0.0	
Gsg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fry	0.0	1.0	1.0		1.0		
Gmps			1.0	1.0	1.0		
Zkscan3				0.0	0.0		
Gnal	0.0	1.0	1.0	1.0			1.0
Stk35							
1810024B03Rik							
Morn2							
Grcc10	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Kcnh3	0.0	0.0	0.0		0.0		
Med18							
Fam8a1							
Nrf1							
Slfn9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Llgl1							
Spsb3		1.0	1.0	1.0	1.0	1.0	1.0
Ephb1		1.0			1.0	1.0	
Gm17056							
Xk	0.0	0.0	0.0		0.0	0.0	
Nrg2	0.0				0.0		
Lmf2							
3110002H16Rik							
Sybu	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Scg3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Abca3							
Ddias	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gprin3	0.0	0.0	0.0		0.0	0.0	
Trnp1	0.0	1.0	1.0	1.0		1.0	
Fhl1	1.0	0.0			0.0	0.0	
Kctd6							
Bend7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sdf2l1							
Ush1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Egr2	1.0	0.0	0.0		0.0	0.0	0.0
Zfp3							
Lrrn3	0.0	0.0	1.0	1.0			
Srgap2	0.0		1.0	1.0			
Osgin2							
Armc10	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Marveld1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hapln3		0.0	0.0	0.0	0.0	0.0	0.0
A730098A19Rik	0.0			1.0		1.0	
Them4							
Chek2		0.0	0.0	0.0	0.0	0.0	0.0
Pkdcc		0.0		0.0			0.0
Zfp622		1.0	1.0	1.0	1.0	1.0	1.0
Pex11a							
Tlcd1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Osbp2	0.0		1.0	1.0			
Gtpbp2							
Arhgap21							
Clgn	0.0					1.0	0.0
Shmt1		0.0	0.0	0.0	0.0	0.0	0.0
Flad1							
Fam174b			1.0	1.0			1.0
Etfb	1.0				0.0	1.0	
Fgf12	1.0	1.0		1.0			
Efr3a		0.0	0.0		1.0	0.0	0.0
Dusp6		1.0	1.0	1.0	1.0	1.0	
Pygb	1.0	0.0	0.0		0.0		0.0
Mras	1.0	1.0		0.0			0.0
Dcp1a							
Tfap2c	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Rad51		0.0	0.0	0.0	0.0	0.0	0.0
Nckipsd							
Brd1							
Cul9							
Clasp2							
Ralgapb							
Ppm1m	1.0	0.0	0.0		0.0	0.0	
Vezt							
Dnajb12							
Lrp4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Meis3	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Pdcd7							
Dscaml1	0.0		0.0	0.0	0.0	0.0	0.0
Colgalt1	0.0		1.0	1.0			
Nle1							
Lrfn1							
Sdc1							
Vcpkmt							
Prph	0.0	0.0	0.0		0.0		0.0
Gadd45b	1.0	1.0	1.0	1.0		1.0	
G430095P16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pex11g	0.0	0.0	0.0	0.0	0.0	0.0	0.0
St3gal1	0.0	1.0	1.0		1.0	1.0	
0610010F05Rik	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Yif1a	1.0	0.0	0.0		0.0		
Gp1bb	0.0			1.0		1.0	1.0
Topors			0.0	0.0	0.0		0.0
Eln	1.0	1.0					
Nudt10	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Ephx4	0.0	1.0			1.0		
Col5a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cbs	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Mccc1							
Gem	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Psph	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Smurf1							
Glud1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Psat1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm27029							
Kcns1	0.0	0.0		1.0		0.0	
Phf10							
Ccdc77							
Gm26724							
Sp3os							
Pelo							
Npas4	0.0	1.0		1.0			
Fam213b	0.0		1.0	1.0			1.0
Adcyap1r1							
Prkch	0.0	0.0		1.0		0.0	
Nadk2							
Wfdc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hmgb2	1.0	0.0	0.0	0.0	0.0		
Ppp1r1b	0.0	1.0			1.0		
S1pr1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Rab3d							
Ak1		1.0	1.0	1.0	1.0	1.0	1.0
Cnn2		0.0	0.0	0.0	0.0	0.0	0.0
Elavl3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Jmjd1c	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ccdc74a	1.0	0.0	0.0			0.0	
Mad1l1							
Plcxd2							
Tesc	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ddrgk1	1.0		1.0	1.0			
Fbxl4							
Nfyc							
Pld3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Samd8							
Ptprr	0.0		0.0	0.0	1.0	1.0	0.0
Rdh13							
5330417C22Rik	0.0	0.0	0.0		0.0	0.0	0.0
Gadd45g		0.0	0.0		0.0		
Trappc2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Man2c1							
Capn1	0.0	0.0	0.0		0.0	0.0	0.0
Fbll1	0.0				0.0		
Tox2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP23_207N5.4	0.0	1.0	1.0			1.0	
Nmi	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Adamtsl2	0.0	1.0	1.0	1.0			
Prmt7		1.0	1.0	1.0	1.0	1.0	1.0
Grm7	0.0	0.0	1.0	1.0			
Slitrk4	0.0			1.0	0.0		
Mdm1							
Zeb2os							
Fdx1							
Limk2							
Ccdc88c	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Egfr	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Vti1b	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Tmem145	0.0	1.0	1.0	1.0	1.0		1.0
Snhg12	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Tesk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm13075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cbln1	0.0		1.0				
Crym	0.0	1.0	0.0	0.0	1.0	1.0	0.0
Smtnl2	0.0	0.0		1.0			
Pgbd5	0.0		1.0	1.0			1.0
Ube2q1							
Cdkn1b		0.0	0.0	0.0	0.0	0.0	
Gm17455		0.0	0.0	0.0	0.0	0.0	0.0
Slc25a44							
Fam185a	0.0	1.0				1.0	
Zc4h2	0.0		1.0	1.0			1.0
Ubxn11	0.0	0.0	0.0		0.0		0.0
Col11a1	1.0		0.0	0.0			0.0
Gm3550							
Nyap2	0.0	1.0				1.0	
Tmem108	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Arhgdib	0.0	0.0			0.0	1.0	
Bbs12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rad9b							
Tnc	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdc42ep4	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Stxbp3	1.0	0.0	0.0	0.0	0.0	0.0	
2700069I18Rik	0.0	0.0	0.0	0.0	0.0	0.0	
Traip							
Lmo1	0.0			0.0	0.0	1.0	
Fndc5	0.0		0.0		0.0	0.0	
Kti12							
Actr2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Id4		0.0	0.0	0.0	0.0	0.0	0.0
Cpeb3	0.0				0.0		
Ppp2r5a							
Tmem192							
Pex26							
Rnf157							
Pag1							
Tmem38a							
Vps13d							
Kin							
Gsap	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaa							
Thyn1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Acot13	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ndc80		0.0	0.0	0.0	0.0	0.0	0.0
1500009C09Rik	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Peli2							
Vps26a	1.0	1.0	1.0	1.0		1.0	1.0
Mrrf							
Cry1							
Plekhg1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Rab26os							
Gtpbp4	1.0	1.0	1.0	1.0		1.0	1.0
Cep78							
Map3k1		0.0	0.0	0.0	0.0	0.0	0.0
Etfdh							
L2hgdh							
Wdr7							
Usb1							
Vwc2l	0.0	0.0	0.0		0.0	0.0	0.0
Blmh	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Fam49a		1.0	1.0	1.0	1.0	1.0	1.0
Tnrc6c	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Sh2b1							
Gclm	1.0		0.0	0.0	0.0		0.0
Trim39							
Sass6							
Zfp459	1.0	0.0	0.0	0.0		0.0	0.0
Pbdc1	1.0	0.0	0.0	0.0		0.0	0.0
Eml4							
Dtx3l	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lipa	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cecr6	0.0		1.0	1.0			1.0
Cyp4v3		0.0	0.0	0.0	0.0	0.0	0.0
C130026L21Rik	0.0	0.0					
Pknox2							
Xkr5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ago4							
Pex16							
Actl6a	1.0				0.0	1.0	
Cklf							
Atp2b2	0.0		1.0	1.0			
Vwa5a		0.0	0.0	0.0	0.0	0.0	0.0
4930524J08Rik							
Fbxw4							
Klhl14	0.0	0.0		0.0	0.0	0.0	0.0
Hadhb	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Trim3							
Irs2							
Stk40							
Fbxo17		0.0	0.0	0.0		0.0	0.0
Zfand3							
2610020C07Rik							
Cc2d1b							
Lin7b	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Rfx5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R3hcc1l							
Ninj1							
Gm17750	1.0	1.0	1.0		1.0	1.0	1.0
Ggt7		1.0	1.0	1.0	1.0	1.0	1.0
Rhog		0.0	0.0	0.0	0.0	0.0	0.0
Mettl2							
Rab36							
Rsad1	0.0	0.0		1.0		0.0	
Ccdc85b							
Gm27040	0.0	1.0	0.0	0.0			0.0
Knstrn		0.0	0.0	0.0	0.0	0.0	0.0
Wdhd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tes	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Tmcc2							
Mastl		0.0	0.0	0.0		0.0	0.0
Epb41l4aos							
Mlec							
Slc25a20							
Ldb1							
Ckmt1	0.0	1.0		1.0	1.0	1.0	
Dnmt3a							
Gm26881							
Kif18b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arf3		1.0	1.0	1.0	1.0	1.0	1.0
Cdk20							
Supv3l1							
Prkcg	0.0	1.0	1.0	1.0			
Trim8							
Kctd13		1.0	1.0	1.0	1.0	1.0	1.0
Gabra5	0.0		1.0	1.0			
Zfp143							
Prr18	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Cnrip1		1.0	1.0	1.0	1.0	1.0	1.0
Eif1a	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Krt222	0.0	0.0	0.0		0.0	0.0	0.0
Gtf2h3							
Luzp1							
Necab3	0.0	1.0				1.0	
Matk			1.0	1.0	1.0		1.0
Mycbp2		1.0	1.0	1.0	1.0	1.0	1.0
Ano6							
Wdr13		1.0	1.0	1.0	1.0	1.0	1.0
Mfng		0.0	0.0	0.0	0.0	0.0	0.0
Hist1h4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abcc8	0.0			0.0		1.0	
Vezf1	1.0	0.0		0.0	0.0		
Palm3	0.0	0.0	0.0		0.0	0.0	
Hscb							
Bcl2l1		1.0	1.0	1.0	1.0	1.0	1.0
Hey1	1.0				0.0		0.0
Myl9	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Enpp5							
Def6	0.0			1.0			
Oat	1.0	0.0	0.0		0.0	0.0	0.0
Tmed5	1.0	0.0			0.0	0.0	
Ino80b							
Bcorl1							
Tbl1xr1							
Bcas3							
Acadsb							
Rgs17		1.0	1.0	1.0	1.0	1.0	
Rit2	1.0		1.0	1.0		1.0	
Pds5a							
Wsb2	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Csrp1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Lrp6							
B3galt2	0.0	1.0	1.0		1.0	1.0	
Adgra3							
Tmem74b							
Dlg4		1.0	1.0	1.0	1.0	1.0	1.0
Gm266		0.0	0.0	0.0	0.0	0.0	0.0
Ctxn1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Lrr1		0.0	0.0	0.0	0.0	0.0	0.0
Hyal1							
Abracl	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Rbfox3		1.0	1.0	1.0	1.0	1.0	1.0
Ddt	1.0					1.0	
Pxmp2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gas6	1.0	1.0	1.0	1.0	1.0	1.0	
Alg13							
Armc9							
Xylb	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lockd	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Carhsp1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ankrd44							
1500015A07Rik							
Calb2	0.0	0.0	0.0	0.0		0.0	
Cthrc1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Smarca5	1.0			0.0		1.0	
Gbe1							
Dyrk1b							
Ccdc149							
Hif3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phlda3							
Tcf3	1.0	0.0	0.0	0.0	0.0		0.0
Proser1	0.0						
Fahd1							
Asic2	0.0		1.0	1.0		1.0	1.0
Chchd4		1.0	1.0	1.0	1.0	1.0	1.0
Enkur		0.0	0.0	0.0	0.0	0.0	0.0
Syn3	0.0		0.0		0.0	0.0	
Arhgap10	0.0	0.0	0.0	0.0	0.0	0.0	
Arl6	1.0	1.0			1.0	1.0	
Tmem180							
Eya3							
Phyhipl	1.0			1.0			
Arhgap17							
Chrna4	0.0	0.0	0.0		0.0	0.0	0.0
M6pr							
Rrm2			0.0	0.0	0.0	0.0	0.0
Syngr1							
Xylt1	1.0	1.0					
Pif1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lemd1							
Gpr45							
D6Wsu163e							
Ippk							
Sh2b3	0.0	0.0	0.0		0.0	0.0	0.0
Dnajb3							
Rbm28							
Pitpnm1	0.0	1.0	1.0	1.0	1.0		1.0
Gfap	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Apoe	1.0	0.0	0.0		0.0	0.0	0.0
Osbpl2							
Kif11		0.0	0.0	0.0	0.0	0.0	0.0
Gyltl1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rasl11b							
Srek1				0.0			
Irak1							
Crtc3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Drp2	0.0					1.0	
Gm10406	0.0	0.0	0.0		0.0	0.0	
Gpr180							
Lmbr1l							
Pacsin2	1.0	0.0	0.0	0.0	0.0	0.0	
Sav1							
Agk							
Sox9	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Med6							
Espl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp24	1.0	0.0	0.0	0.0	0.0		0.0
Crabp1	0.0	0.0	0.0	0.0	0.0		0.0
Ptprt			1.0		1.0		
Arhgap18	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdc25a							
Gstm5	1.0	1.0	1.0	1.0		1.0	1.0
Glra2	0.0	1.0			1.0	1.0	
Hcfc1r1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Rnf146	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Tmem100	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Lypla1							
Smc5							
Fryl							
Zfyve27							
Iqgap2		0.0	0.0	0.0	0.0	0.0	0.0
Tmem189							
Slc25a18	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dvl1							
Eif4g3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Dlgap1	1.0	1.0	1.0	1.0		1.0	1.0
Acadvl	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Unc50	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ezr	1.0			0.0	0.0		
Foxk2							
Opcml		1.0	1.0	1.0	1.0	1.0	1.0
Spin1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Fam21							
Cacna1c	0.0	1.0	1.0	1.0		1.0	1.0
Uevld							
Mfhas1							
Ppp1r3f							
Lig1		0.0	0.0	0.0	0.0	0.0	0.0
Slc25a10							
Lrrc4		1.0	1.0	1.0	1.0	1.0	1.0
Rad51ap1		0.0	0.0	0.0	0.0	0.0	0.0
Hivep3				1.0	1.0		1.0
Gabbr1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Gdap1l1		1.0	1.0	1.0	1.0	1.0	1.0
Ncapg		0.0	0.0	0.0	0.0	0.0	0.0
Vash2	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Dubr							
Nxph4	0.0	1.0	0.0	0.0	0.0		0.0
Clip3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1600012H06Rik							
Gfm1							
Vstm2l	0.0	0.0		1.0	0.0		
Zbtb34							
Mina	1.0	0.0					
Rbm33							
Agap2	0.0				0.0		
1190005I06Rik							
Efnb1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cltb	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bnip2	1.0					1.0	
Shank1		1.0	1.0	1.0	1.0	1.0	1.0
Nxpe3							
mt_Atp8	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Slc7a8	0.0				0.0		0.0
AY036118							
Gm12166			1.0	1.0		1.0	
Epha3	0.0				0.0		1.0
